Giełda,Data,Data NBP,typ,wolumen,wartość,kurs pln,cost (pln),BTC,BTCInv,wartość (pln),Kurs
kraken,2020-06-07 14:02:35.1247,20200607,buy,0.19984012,1678.63702,4.4443,7460.366507986,-0.19984012,0.19984012,-7460.366507986,37331.6754813098
kraken,2020-06-07 14:03:21.2905,20200607,buy,0.01,84.005,4.4443,373.3434215,-0.01,0.01,-373.3434215,37334.34215
bitbay,2020-06-07 14:03:24,20200607,sell,0.01722864,656.09,1,656.09,0.01722864,-0.01722864,656.09,38081.3575534691
kraken,2020-06-07 14:03:26.0562,20200607,buy,0.19984012,1678.75693,4.4443,7460.899423999,-0.19984012,0.19984012,-7460.899423999,37334.3421931442
kraken,2020-06-07 14:03:56.959,20200607,buy,0.00358688,30.14486,4.4443,133.972801298,-0.00358688,0.00358688,-133.972801298,37350.7899059907
kraken,2020-06-07 14:04:00.5509,20200607,buy,0.19984012,1679.51632,4.4443,7464.274380976,-0.19984012,0.19984012,-7464.274380976,37351.2304785245
bitbay,2020-06-07 14:06:37,20200607,sell,0.10479225,3996,1,3996,0.10479225,-0.10479225,3996,38132.5909120188
bitbay,2020-06-07 14:26:12,20200607,sell,0.0052771,200,1,200,0.0052771,-0.0052771,200,37899.6039491387
bitbay,2020-06-07 14:27:01,20200607,sell,0.00963,364.58,1,364.58,0.00963,-0.00963,364.58,37858.774662513
bitbay,2020-06-07 14:27:43,20200607,sell,0.13173495,4987.34,1,4987.34,0.13173495,-0.13173495,4987.34,37858.897733669
bitbay,2020-06-07 14:28:20,20200607,sell,0.13173495,4987.25,1,4987.25,0.13173495,-0.13173495,4987.25,37858.2145436727
bitbay,2020-06-07 14:31:02,20200607,sell,0.00264198,100,1,100,0.00264198,-0.00264198,100,37850.4000787288
kraken,2020-06-07 14:36:12.0001,20200607,buy,0.19984012,1681.99434,4.4443,7475.287445262,-0.19984012,0.19984012,-7475.287445262,37406.3398543896
bitbay,2020-06-07 14:37:05,20200607,sell,0.00105756,40,1,40,0.00105756,-0.00105756,40,37822.9131207686
kraken,2020-06-07 14:37:10.7778,20200607,buy,0.1,841.17,4.4443,3738.411831,-0.1,0.1,-3738.411831,37384.11831
bitbay,2020-06-07 14:37:13,20200607,sell,0.00079317,30,1,30,0.00079317,-0.00079317,30,37822.9131207686
kraken,2020-06-07 14:37:19.3784,20200607,buy,0.07672609,645.39685,4.4443,2868.337220455,-0.07672609,0.07672609,-2868.337220455,37384.1182374209
kraken,2020-06-07 14:37:19.6847,20200607,buy,0.02311403,194.42829,4.4443,864.097649247,-0.02311403,0.02311403,-864.097649247,37384.1190500748
kraken,2020-06-07 14:37:49.6944,20200607,buy,0.00266952,22.45814,4.4443,99.810711602,-0.00266952,0.00266952,-99.810711602,37389.010609398
kraken,2020-06-07 14:37:55.3228,20200607,buy,0.08469987,712.56307,4.4443,3166.844052001,-0.08469987,0.08469987,-3166.844052001,37389.0072322543
kraken,2020-06-07 14:39:05.2341,20200607,buy,0.0063264,53.22843,4.4443,236.563111449,-0.0063264,0.0063264,-236.563111449,37393.0057297989
kraken,2020-06-07 14:39:05.6292,20200607,buy,0.0188717,158.78082,4.4443,705.669598326,-0.0188717,0.0188717,-705.669598326,37393.0063707032
bitbay,2020-06-07 14:39:53,20200607,sell,0.00462117,174.77,1,174.77,0.00462117,-0.00462117,174.77,37819.4266819875
bitbay,2020-06-07 14:40:17,20200607,sell,0.0294524,1113.83,1,1113.83,0.0294524,-0.0294524,1113.83,37817.9706916924
bitbay,2020-06-07 14:40:37,20200607,sell,0.002,75.64,1,75.64,0.002,-0.002,75.64,37820
kraken,2020-06-07 14:42:39.365,20200607,buy,0.004897,41.21952,4.4443,183.191912736,-0.004897,0.004897,-183.191912736,37409.0081143557
kraken,2020-06-07 14:42:42.4657,20200607,buy,0.19494312,1640.89472,4.4443,7292.628404096,-0.19494312,0.19494312,-7292.628404096,37409.0062993554
bitbay,2020-06-07 14:54:03,20200607,sell,0.03706886,1401.05,1,1401.05,0.03706886,-0.03706886,1401.05,37795.8750282582
bitbay,2020-06-07 15:27:44,20200607,sell,0.02652557,1000,1,1000,0.02652557,-0.02652557,1000,37699.4726220775
bitbay,2020-06-07 15:37:42,20200607,sell,0.0005302,20,1,20,0.0005302,-0.0005302,20,37721.6144851
bitbay,2020-06-07 15:40:12,20200607,sell,0.00227703,85.8,1,85.8,0.00227703,-0.00227703,85.8,37680.6629688673
bitbay,2020-06-07 15:43:36,20200607,sell,0.02481419,934.98,1,934.98,0.02481419,-0.02481419,934.98,37679.2472371655
bitbay,2020-06-07 15:47:58,20200607,sell,0.00013406,5.05,1,5.05,0.00013406,-0.00013406,5.05,37669.7001342682
bitbay,2020-06-07 15:48:05,20200607,sell,0.02579122,971.54,1,971.54,0.02579122,-0.02579122,971.54,37669.4084265886
bitbay,2020-06-07 15:51:41,20200607,sell,0.00013305,5.01,1,5.01,0.00013305,-0.00013305,5.01,37655.0169109357
bitbay,2020-06-07 15:52:48,20200607,sell,0.0077,289.93,1,289.93,0.0077,-0.0077,289.93,37653.2467532468
bitbay,2020-06-07 15:56:17,20200607,sell,0.00013573,5.1,1,5.1,0.00013573,-0.00013573,5.1,37574.5966256539
bitbay,2020-06-07 15:57:14,20200607,sell,0.0144618,543.75,1,543.75,0.0144618,-0.0144618,543.75,37599.0540596606
bitbay,2020-06-07 16:01:14,20200607,sell,0.00013336,5.01,1,5.01,0.00013336,-0.00013336,5.01,37567.4865026995
bitbay,2020-06-07 16:02:17,20200607,sell,0.5,18783.8,1,18783.8,0.5,-0.5,18783.8,37567.6
bitbay,2020-06-07 16:04:35,20200607,sell,0.00265967,100,1,100,0.00265967,-0.00265967,100,37598.6494565115
bitbay,2020-06-07 16:07:24,20200607,sell,0.00479312,179.74,1,179.74,0.00479312,-0.00479312,179.74,37499.5827352539
bitbay,2020-06-07 16:07:51,20200607,sell,0.00479816,179.93,1,179.93,0.00479816,-0.00479816,179.93,37499.7915867749
bitbay,2020-06-07 16:08:19,20200607,sell,0.00111008,41.63,1,41.63,0.00111008,-0.00111008,41.63,37501.8016719516
bitbay,2020-06-07 16:32:06,20200607,sell,0.00132629,50,1,50,0.00132629,-0.00132629,50,37699.1457373576
bitbay,2020-06-07 16:34:25,20200607,sell,0.0797,3004.44,1,3004.44,0.0797,-0.0797,3004.44,37696.8632371393
bitbay,2020-06-07 16:35:03,20200607,sell,0.00474267,178.78,1,178.78,0.00474267,-0.00474267,178.78,37696.0657182558
bitbay,2020-06-07 16:35:23,20200607,sell,0.10027074,3779.79,1,3779.79,0.10027074,-0.10027074,3779.79,37695.8422766203
bitbay,2020-06-07 16:35:38,20200607,sell,0.17724987,6681.54,1,6681.54,0.17724987,-0.17724987,6681.54,37695.5988740641
bitbay,2020-06-07 16:36:41,20200607,sell,0.20054147,7559.42,1,7559.42,0.20054147,-0.20054147,7559.42,37695.0463163554
bitbay,2020-06-07 16:36:50,20200607,sell,0.13054831,4921.03,1,4921.03,0.13054831,-0.13054831,4921.03,37695.0877418482
bitbay,2020-06-07 16:58:13,20200607,sell,0.00026578,10,1,10,0.00026578,-0.00026578,10,37625.1034690345
bitbay,2020-06-07 16:58:52,20200607,sell,0.01195252,449.69,1,449.69,0.01195252,-0.01195252,449.69,37623.0284492308
bitbay,2020-06-07 17:00:02,20200607,sell,0.00037636,14.16,1,14.16,0.00037636,-0.00037636,14.16,37623.551918376
bitbay,2020-06-07 17:00:26,20200607,sell,0.001329,50,1,50,0.001329,-0.001329,50,37622.2723852521
bitbay,2020-06-07 17:10:27,20200607,sell,0.00265617,100,1,100,0.00265617,-0.00265617,100,37648.1926985095
bitbay,2020-06-07 17:13:28,20200607,sell,0.00114622,43.15,1,43.15,0.00114622,-0.00114622,43.15,37645.478180454
bitbay,2020-06-07 17:15:06,20200607,sell,0.0126642,476.71,1,476.71,0.0126642,-0.0126642,476.71,37642.3303485416
bitbay,2020-06-07 17:15:10,20200607,sell,0.00265658,100,1,100,0.00265658,-0.00265658,100,37642.3823110917
kraken,2020-06-07 19:10:43.536,20200607,buy,0.19984012,1692.14622,4.4443,7520.405445546,-0.19984012,0.19984012,-7520.405445546,37632.1103367332
bitbay,2020-06-07 19:28:49,20200607,sell,0.01018236,383.23,1,383.23,0.01018236,-0.01018236,383.23,37636.6579064186
bitbay,2020-06-07 19:30:02,20200607,sell,0.0003257,12.26,1,12.26,0.0003257,-0.0003257,12.26,37642.0018421861
bitbay,2020-06-07 19:30:02,20200607,sell,0.00031566,11.88,1,11.88,0.00031566,-0.00031566,11.88,37635.4305265159
kraken,2020-06-07 19:47:30.7789,20200607,buy,0.19984012,1714.62823,4.4443,7620.322242589,-0.19984012,0.19984012,-7620.322242589,38132.0940088957
kraken,2020-06-07 19:50:59.291,20200607,buy,0.19984012,1714.58826,4.4443,7620.144603918,-0.19984012,0.19984012,-7620.144603918,38131.2051049509
bitbay,2020-06-07 20:52:27,20200607,sell,0.00569151,215.67,1,215.67,0.00569151,-0.00569151,215.67,37893.2831533284
bitbay,2020-06-07 20:57:07,20200607,sell,0.00052787,20,1,20,0.00052787,-0.00052787,20,37888.1163922936
bitbay,2020-06-07 21:09:26,20200607,sell,0.08607824,3260.6,1,3260.6,0.08607824,-0.08607824,3260.6,37879.4919598728
bitbay,2020-06-07 21:11:43,20200607,sell,0.02640136,1000,1,1000,0.02640136,-0.02640136,1000,37876.8366478091
bitbay,2020-06-07 21:43:05,20200607,sell,0.2906906,11133.44,1,11133.44,0.2906906,-0.2906906,11133.44,38299.9656679645
bitbay,2020-06-07 21:43:19,20200607,sell,0.05540553,2122.03,1,2122.03,0.05540553,-0.05540553,2122.03,38299.9675303169
bitbay,2020-06-07 21:50:01,20200607,sell,0.29428574,11306.44,1,11306.44,0.29428574,-0.29428574,11306.44,38419.9383904908
bitbay,2020-06-07 21:50:31,20200607,sell,0.28,10751.99,1,10751.99,0.28,-0.28,10751.99,38399.9642857143
kraken,2020-06-08 08:17:17.1993,20200608,buy,0.19984012,1705.77531,4.4291,7555.049425521,-0.19984012,0.19984012,-7555.049425521,37805.4688193792
kraken,2020-06-08 08:18:13.2732,20200608,buy,0.19984012,1710.35165,4.4291,7575.318493015,-0.19984012,0.19984012,-7575.318493015,37906.8952371276
kraken,2020-06-08 08:30:27.4487,20200608,buy,0.03,256.866,4.4291,1137.6852006,-0.03,0.03,-1137.6852006,37922.84002
bitbay,2020-06-08 10:29:05,20200608,sell,0.0495345,1900.77,1,1900.77,0.0495345,-0.0495345,1900.77,38372.6493655937
bitbay,2020-06-08 10:30:15,20200608,sell,0.00506358,194.1,1,194.1,0.00506358,-0.00506358,194.1,38332.5631272736
bitbay,2020-06-08 10:30:18,20200608,sell,0.00087758,33.64,1,33.64,0.00087758,-0.00087758,33.64,38332.6876182228
bitbay,2020-06-08 10:30:21,20200608,sell,0.00901319,345.5,1,345.5,0.00901319,-0.00901319,345.5,38332.710172536
bitbay,2020-06-08 10:30:28,20200608,sell,0.00506789,194.1,1,194.1,0.00506789,-0.00506789,194.1,38299.9631010144
bitbay,2020-06-09 02:23:18,20200609,sell,0.00021131,8.06,1,8.06,0.00021131,-0.00021131,8.06,38143.0126354645
bitbay,2020-06-09 02:23:27,20200609,sell,0.00021896,8.35,1,8.35,0.00021896,-0.00021896,8.35,38134.8191450493
bitbay,2020-06-09 02:24:59,20200609,sell,0.05263163,2000,1,2000,0.05263163,-0.05263163,2000,37999.9631400358
kraken,2020-06-09 03:11:11.8622,20200609,buy,0.04044376,346.32801,4.4436,1538.943145236,-0.04044376,0.04044376,-1538.943145236,38051.4359999169
kraken,2020-06-09 03:11:26.7724,20200609,buy,0.147312,1261.46212,4.4436,5605.433076432,-0.147312,0.147312,-5605.433076432,38051.4355682633
kraken,2020-06-09 03:12:02.4654,20200609,buy,0.00536607,45.95073,4.4436,204.186663828,-0.00536607,0.00536607,-204.186663828,38051.4350032706
kraken,2020-06-09 03:12:06.0842,20200609,buy,0.00671829,57.53006,4.4436,255.640574616,-0.00671829,0.00671829,-255.640574616,38051.4349062038
kraken,2020-06-11 16:46:02.8539,20200611,buy,0.19984012,1652.21816,4.4544,7359.640571904,-0.19984012,0.19984012,-7359.640571904,36827.6428772361
kraken,2020-06-11 16:48:11.5287,20200611,buy,0.12,992.712,4.4544,4421.9363328,-0.12,0.12,-4421.9363328,36849.46944
kraken,2020-06-11 16:48:50.1016,20200611,buy,0.19984012,1654.51632,4.4544,7369.877495808,-0.19984012,0.19984012,-7369.877495808,36878.8684464761
kraken,2020-06-11 16:49:02.3526,20200611,buy,0.19984012,1654.59626,4.4544,7370.233580544,-0.19984012,0.19984012,-7370.233580544,36880.6502945655
kraken,2020-06-11 16:50:05.3931,20200611,buy,0.05225024,432.38641,4.4544,1926.022024704,-0.05225024,0.05225024,-1926.022024704,36861.4962286106
kraken,2020-06-11 16:50:08.0791,20200611,buy,0.01144096,94.67738,4.4544,421.730921472,-0.01144096,0.01144096,-421.730921472,36861.4977652225
kraken,2020-06-11 16:50:08.2383,20200611,buy,0.13614892,1126.67316,4.4544,5018.652923904,-0.13614892,0.13614892,-5018.652923904,36861.4963960346
kraken,2020-06-11 16:55:06.5079,20200611,buy,0.1998,1638.79956,4.4544,7299.868760064,-0.1998,0.1998,-7299.868760064,36535.87968
kraken,2020-06-11 16:55:06.7751,20200611,buy,0.00004012,0.32907,4.4544,1.465809408,-0.00004012,0.00004012,-1.465809408,36535.6283150548
kraken,2020-06-11 16:56:09.1894,20200611,buy,0.19984012,1639.94798,4.4544,7304.984282112,-0.19984012,0.19984012,-7304.984282112,36554.1427923082
kraken,2020-06-11 16:57:17.8628,20200611,buy,0.03680864,302.26887,4.4544,1346.426454528,-0.03680864,0.03680864,-1346.426454528,36579.0872612517
kraken,2020-06-11 16:57:30.8137,20200611,buy,0.02900581,238.1232,4.4544,1060.69598208,-0.02900581,0.02900581,-1060.69598208,36568.3972307617
kraken,2020-06-11 16:57:34.8794,20200611,buy,0.00380276,31.21876,4.4544,139.060844544,-0.00380276,0.00380276,-139.060844544,36568.3988850204
kraken,2020-06-11 16:57:34.9061,20200611,buy,0.118579,973.4743,4.4544,4336.24392192,-0.118579,0.118579,-4336.24392192,36568.3967812176
kraken,2020-06-11 16:57:41.6998,20200611,buy,0.19984012,1640.34766,4.4544,7306.764616704,-0.19984012,0.19984012,-7306.764616704,36563.0515869586
kraken,2020-06-11 16:57:55.1663,20200611,buy,0.19984012,1640.82727,4.4544,7308.900991488,-0.19984012,0.19984012,-7308.900991488,36573.7420068002
kraken,2020-06-11 16:58:05.2177,20200611,buy,0.19984012,1640.94718,4.4544,7309.435118592,-0.19984012,0.19984012,-7309.435118592,36576.4147789343
kraken,2020-06-11 17:00:15.6502,20200611,buy,0.01550443,124.63081,4.4544,555.155480064,-0.01550443,0.01550443,-555.155480064,35806.2489278226
kraken,2020-06-11 17:00:15.6627,20200611,buy,0.01215815,97.73207,4.4544,435.337732608,-0.01215815,0.01215815,-435.337732608,35806.2478755403
kraken,2020-06-11 17:00:16.0963,20200611,buy,0.17217754,1384.03194,4.4544,6165.031873536,-0.17217754,0.17217754,-6165.031873536,35806.2490237461
kraken,2020-06-11 17:01:14.0577,20200611,buy,0.19984012,1618.62504,4.4544,7210.003378176,-0.19984012,0.19984012,-7210.003378176,36078.8583302292
kraken,2020-06-11 17:01:34.3992,20200611,buy,0.03325083,269.36165,4.4544,1199.84453376,-0.03325083,0.03325083,-1199.84453376,36084.6491278564
kraken,2020-06-11 17:01:34.4505,20200611,buy,0.16658929,1349.52318,4.4544,6011.316052992,-0.16658929,0.16658929,-6011.316052992,36084.6489770861
kraken,2020-06-11 17:01:47.2439,20200611,buy,0.19984012,1618.20537,4.4544,7208.134000128,-0.19984012,0.19984012,-7208.134000128,36069.5039621073
kraken,2020-06-11 17:01:56.1309,20200611,buy,0.025,202.735,4.4544,903.062784,-0.025,0.025,-903.062784,36122.51136
kraken,2020-06-11 17:02:13.644,20200611,buy,0.00291167,23.62675,4.4544,105.2429952,-0.00291167,0.00291167,-105.2429952,36145.2345904584
kraken,2020-06-11 17:02:13.6494,20200611,buy,0.0000064,0.05193,4.4544,0.231316992,-0.0000064,0.0000064,-0.231316992,36143.28
kraken,2020-06-11 17:02:13.6517,20200611,buy,0.00000001,0.00008,4.4544,0.000356352,-0.00000001,0.00000001,-0.000356352,35635.2
kraken,2020-06-11 17:02:13.7258,20200611,buy,0.19692204,1597.92389,4.4544,7117.792175616,-0.19692204,0.19692204,-7117.792175616,36145.22871902
kraken,2020-06-11 17:02:19.5464,20200611,buy,0.18139126,1471.91752,4.4544,6556.509401088,-0.18139126,0.18139126,-6556.509401088,36145.6742793892
kraken,2020-06-11 17:02:21.3358,20200611,buy,0.01844886,149.70512,4.4544,666.846486528,-0.01844886,0.01844886,-666.846486528,36145.6743954911
kraken,2020-06-11 17:02:27.2595,20200611,buy,0.19984012,1620.10385,4.4544,7216.59058944,-0.19984012,0.19984012,-7216.59058944,36111.8207366969
kraken,2020-06-11 17:02:54.6089,20200611,buy,0.19984012,1622.46197,4.4544,7227.094599168,-0.19984012,0.19984012,-7227.094599168,36164.3828034531
kraken,2020-06-11 17:03:26.1536,20200611,buy,0.19984012,1622.82168,4.4544,7228.696891392,-0.19984012,0.19984012,-7228.696891392,36172.4006740588
kraken,2020-06-11 17:04:26.5546,20200611,buy,0.0513,418.83372,4.4544,1865.652922368,-0.0513,0.0513,-1865.652922368,36367.50336
kraken,2020-06-11 17:04:31.5902,20200611,buy,0.07502775,612.56406,4.4544,2728.605348864,-0.07502775,0.07502775,-2728.605348864,36367.9485105711
kraken,2020-06-11 17:04:34.485,20200611,buy,0.01108,90.46266,4.4544,402.956872704,-0.01108,0.01108,-402.956872704,36367.9488
kraken,2020-06-11 17:04:34.974,20200611,buy,0.11373237,928.56793,4.4544,4136.212987392,-0.11373237,0.11373237,-4136.212987392,36367.9486094592
kraken,2020-06-11 17:06:07.8956,20200611,buy,0.04955411,403.47947,4.4544,1797.258951168,-0.04955411,0.04955411,-1797.258951168,36268.6152807103
kraken,2020-06-11 17:06:12.2881,20200611,buy,0.0515,419.32845,4.4544,1867.85664768,-0.0515,0.0515,-1867.85664768,36269.06112
kraken,2020-06-11 17:06:17.625,20200611,buy,0.19984012,1627.17819,4.4544,7248.102529536,-0.19984012,0.19984012,-7248.102529536,36269.506491169
kraken,2020-06-11 17:06:41.5967,20200611,buy,0.12797341,1042.24105,4.4544,4642.55853312,-0.12797341,0.12797341,-4642.55853312,36277.5246289053
kraken,2020-06-11 17:06:41.8223,20200611,buy,0.07186671,585.29686,4.4544,2607.146333184,-0.07186671,0.07186671,-2607.146333184,36277.5245059082
kraken,2020-06-11 17:06:54.3054,20200611,buy,0.19984012,1626.77851,4.4544,7246.322194944,-0.19984012,0.19984012,-7246.322194944,36260.5976965186
kraken,2020-06-11 17:07:00.2396,20200611,buy,0.0336826,274.2572,4.4544,1221.65127168,-0.0336826,0.0336826,-1221.65127168,36269.5062637682
kraken,2020-06-11 17:07:56.4461,20200611,buy,0.047271,386.15207,4.4544,1720.075780608,-0.047271,0.047271,-1720.075780608,36387.5479809608
kraken,2020-06-11 17:07:59.9487,20200611,buy,0.15256912,1246.32188,4.4544,5551.616182272,-0.15256912,0.15256912,-5551.616182272,36387.5480324721
kraken,2020-06-11 17:08:03.2846,20200611,buy,0.19984012,1632.47396,4.4544,7271.692007424,-0.19984012,0.19984012,-7271.692007424,36387.5482431856
bitbay,2020-06-11 17:56:38,20200611,sell,0.00263737,100,1,100,0.00263737,-0.00263737,100,37916.5608162677
bitbay,2020-06-11 18:22:19,20200611,sell,0.00421038,159.28,1,159.28,0.00421038,-0.00421038,159.28,37830.3146034325
bitbay,2020-06-11 18:22:20,20200611,sell,0.00193685,73.27,1,73.27,0.00193685,-0.00193685,73.27,37829.465369027
bitbay,2020-06-11 18:42:08,20200611,sell,0.00132626,50,1,50,0.00132626,-0.00132626,50,37699.9984920001
bitbay,2020-06-11 18:45:02,20200611,sell,0.19059681,7152.96,1,7152.96,0.19059681,-0.19059681,7152.96,37529.2744931041
bitbay,2020-06-11 18:45:02,20200611,sell,0.02866225,1075.67,1,1075.67,0.02866225,-0.02866225,1075.67,37529.1542010833
bitbay,2020-06-11 18:45:07,20200611,sell,0.01944004,729.57,1,729.57,0.01944004,-0.01944004,729.57,37529.2437669881
bitbay,2020-06-11 18:45:20,20200611,sell,0.00173284,65.03,1,65.03,0.00173284,-0.00173284,65.03,37527.9887352554
bitbay,2020-06-11 18:46:50,20200611,sell,0.07998461,2999.41,1,2999.41,0.07998461,-0.07998461,2999.41,37499.8390315337
bitbay,2020-06-11 18:46:56,20200611,sell,0.0048419,181.57,1,181.57,0.0048419,-0.0048419,181.57,37499.7418368822
bitbay,2020-06-11 18:47:01,20200611,sell,0.02327076,872.64,1,872.64,0.02327076,-0.02327076,872.64,37499.4198728361
bitbay,2020-06-11 18:47:02,20200611,sell,0.09600478,3600.14,1,3600.14,0.09600478,-0.09600478,3600.14,37499.5911661899
bitbay,2020-06-11 18:47:10,20200611,sell,0.00100432,37.66,1,37.66,0.00100432,-0.00100432,37.66,37498.0086028358
bitbay,2020-06-11 18:47:17,20200611,sell,0.01333348,500,1,500,0.01333348,-0.01333348,500,37499.5875045375
bitbay,2020-06-11 18:47:23,20200611,sell,0.08004205,3001.54,1,3001.54,0.08004205,-0.08004205,3001.54,37499.539304653
bitbay,2020-06-11 18:47:29,20200611,sell,0.02960573,1110.2,1,1110.2,0.02960573,-0.02960573,1110.2,37499.4975634784
bitbay,2020-06-11 18:47:33,20200611,sell,0.13333515,5000,1,5000,0.13333515,-0.13333515,5000,37499.4890694614
bitbay,2020-06-11 18:47:53,20200611,sell,0.13333514,5000,1,5000,0.13333514,-0.13333514,5000,37499.491881885
bitbay,2020-06-11 18:47:54,20200611,sell,0.07998101,2999.25,1,2999.25,0.07998101,-0.07998101,2999.25,37499.5264500911
bitbay,2020-06-11 18:48:56,20200611,sell,0.0149602,561,1,561,0.0149602,-0.0149602,561,37499.4986698039
bitbay,2020-06-11 18:49:30,20200611,sell,0.02906107,1089.75,1,1089.75,0.02906107,-0.02906107,1089.75,37498.6192869017
bitbay,2020-06-11 18:50:00,20200611,sell,0.03407785,1277.86,1,1277.86,0.03407785,-0.03407785,1277.86,37498.2576659032
bitbay,2020-06-11 18:50:54,20200611,sell,0.00407607,152.84,1,152.84,0.00407607,-0.00407607,152.84,37496.9026537817
bitbay,2020-06-11 18:50:55,20200611,sell,0.00672424,252.14,1,252.14,0.00672424,-0.00672424,252.14,37497.1744018655
bitbay,2020-06-11 18:51:33,20200611,sell,0.00049337,18.5,1,18.5,0.00049337,-0.00049337,18.5,37497.2130449764
bitbay,2020-06-11 18:51:34,20200611,sell,0.01333504,500.02,1,500.02,0.01333504,-0.01333504,500.02,37496.7004223459
bitbay,2020-06-11 18:54:10,20200611,sell,0.00517787,192.96,1,192.96,0.00517787,-0.00517787,192.96,37266.2890339078
bitbay,2020-06-11 18:54:24,20200611,sell,0.00051402,19.16,1,19.16,0.00051402,-0.00051402,19.16,37274.8142095638
bitbay,2020-06-11 18:54:26,20200611,sell,0.022619,842.92,1,842.92,0.022619,-0.022619,842.92,37266.0152968743
bitbay,2020-06-11 18:54:26,20200611,sell,0.00118777,44.26,1,44.26,0.00118777,-0.00118777,44.26,37263.1064936814
bitbay,2020-06-11 18:54:30,20200611,sell,0.001619,60.33,1,60.33,0.001619,-0.001619,60.33,37263.7430512662
bitbay,2020-06-11 18:54:45,20200611,sell,0.13417171,5000,1,5000,0.13417171,-0.13417171,5000,37265.6799261186
bitbay,2020-06-11 18:54:49,20200611,sell,0.00100432,37.43,1,37.43,0.00100432,-0.00100432,37.43,37268.997928947
bitbay,2020-06-11 18:54:51,20200611,sell,0.03421822,1275.17,1,1275.17,0.03421822,-0.03421822,1275.17,37265.8192039212
bitbay,2020-06-11 18:55:04,20200611,sell,0.01176,438.24,1,438.24,0.01176,-0.01176,438.24,37265.306122449
bitbay,2020-06-11 18:55:21,20200611,sell,0.0153834,573.27,1,573.27,0.0153834,-0.0153834,573.27,37265.493974024
bitbay,2020-06-11 18:55:21,20200611,sell,0.00407607,151.9,1,151.9,0.00407607,-0.00407607,151.9,37266.2883610929
bitbay,2020-06-11 18:55:22,20200611,sell,0.03072035,1144.81,1,1144.81,0.03072035,-0.03072035,1144.81,37265.5259461562
bitbay,2020-06-11 18:55:26,20200611,sell,0.08178194,3047.65,1,3047.65,0.08178194,-0.08178194,3047.65,37265.5625435151
bitbay,2020-06-11 18:56:33,20200611,sell,0.00017149,6.41,1,6.41,0.00017149,-0.00017149,6.41,37378.2727855852
bitbay,2020-06-11 18:56:38,20200611,sell,0.01174,438.13,1,438.13,0.01174,-0.01174,438.13,37319.4207836457
bitbay,2020-06-11 18:56:57,20200611,sell,0.5,18659.72,1,18659.72,0.5,-0.5,18659.72,37319.44
bitbay,2020-06-11 18:58:04,20200611,sell,0.00534925,200,1,200,0.00534925,-0.00534925,200,37388.4189372342
bitbay,2020-06-11 18:58:20,20200611,sell,0.01337614,500,1,500,0.01337614,-0.01337614,500,37379.9915371699
bitbay,2020-06-11 18:58:22,20200611,sell,0.02933,1096.35,1,1096.35,0.02933,-0.02933,1096.35,37379.8158881691
bitbay,2020-06-11 18:58:47,20200611,sell,0.00739612,275.5,1,275.5,0.00739612,-0.00739612,275.5,37249.2604230326
bitbay,2020-06-11 18:59:01,20200611,sell,0.00532815,198.29,1,198.29,0.00532815,-0.00532815,198.29,37215.5438566857
bitbay,2020-06-11 18:59:07,20200611,sell,0.01088763,405.56,1,405.56,0.01088763,-0.01088763,405.56,37249.6126337872
bitbay,2020-06-11 18:59:13,20200611,sell,0.00125371,46.7,1,46.7,0.00125371,-0.00125371,46.7,37249.4436512431
bitbay,2020-06-11 18:59:19,20200611,sell,0.0047676,177.12,1,177.12,0.0047676,-0.0047676,177.12,37150.7676818525
bitbay,2020-06-11 18:59:23,20200611,sell,0.19239105,7147.31,1,7147.31,0.19239105,-0.19239105,7147.31,37149.9090004447
bitbay,2020-06-11 18:59:31,20200611,sell,0.00532878,197.43,1,197.43,0.00532878,-0.00532878,197.43,37049.7562293808
bitbay,2020-06-11 18:59:31,20200611,sell,0.01316555,487.78,1,487.78,0.01316555,-0.01316555,487.78,37049.7244703032
bitbay,2020-06-11 18:59:34,20200611,sell,0.07799427,2889.68,1,2889.68,0.07799427,-0.07799427,2889.68,37049.9012299237
bitbay,2020-06-11 18:59:36,20200611,sell,0.00532879,197.43,1,197.43,0.00532879,-0.00532879,197.43,37049.6867018592
bitbay,2020-06-11 18:59:37,20200611,sell,0.00532879,197.43,1,197.43,0.00532879,-0.00532879,197.43,37049.6867018592
bitbay,2020-06-11 18:59:40,20200611,sell,0.00539126,199.75,1,199.75,0.00539126,-0.00539126,199.75,37050.7079977593
bitbay,2020-06-11 18:59:40,20200611,sell,0.0053288,197.43,1,197.43,0.0053288,-0.0053288,197.43,37049.6171745984
bitbay,2020-06-11 19:00:40,20200611,sell,0.00093491,34.45,1,34.45,0.00093491,-0.00093491,34.45,36848.4666973292
bitbay,2020-06-11 19:00:40,20200611,sell,0.02032078,748.82,1,748.82,0.02032078,-0.02032078,748.82,36849.9634364429
bitbay,2020-06-11 19:00:46,20200611,sell,0.0053274,196.05,1,196.05,0.0053274,-0.0053274,196.05,36800.3153508278
bitbay,2020-06-11 19:00:47,20200611,sell,0.01096013,403.33,1,403.33,0.01096013,-0.01096013,403.33,36799.7459884144
bitbay,2020-06-11 19:00:47,20200611,sell,0.00078107,28.74,1,28.74,0.00078107,-0.00078107,28.74,36795.6777241476
