Giełda,Data,Data NBP,typ,wolumen,wartość,kurs pln,cost (pln),BTC,BTCInv,wartość (pln),Kurs
kraken,2018-08-09 06:17:47.0208,20180809,buy,0.03830131,209.8911788,4.2715,896.5501702442,-0.03830131,0.03830131,-896.5501702442,23407.82
kraken,2018-08-11 07:04:41.7648,20180811,buy,0.37462807,1996.8051,4.2942,8574.68046042,-0.37462807,0.37462807,-8574.68046042,22888.5156961677
kraken,2018-08-14 05:55:28.9486,20180814,buy,0.28498103,1497.6038,4.3001,6439.84610038,-0.28498103,0.28498103,-6439.84610038,22597.4553477472
kraken,2018-08-14 06:33:06.771,20180814,buy,0.09523108,499.2013,4.3001,2146.61551013,-0.09523108,0.09523108,-2146.61551013,22541.1232355025
kraken,2018-09-05 13:33:31.8978,20180905,buy,0.009,54.1278,4.3183,233.74007874,-0.009,0.009,-233.74007874,25971.11986
kraken,2018-09-05 15:17:12.6136,20180905,buy,0.03135583,188.58023,4.3183,814.346007209,-0.03135583,0.03135583,-814.346007209,25971.1194763143
kraken,2018-09-05 15:20:32.2924,20180905,buy,0.2086555,1254.8959,4.3183,5419.01696497,-0.2086555,0.2086555,-5419.01696497,25971.1196923637
kraken,2019-06-18 21:52:08.2663,20190618,buy,0.72452587,5853.4445,4.2631,24953.81924795,-0.72452587,0.72452587,-24953.81924795,34441.5848780527
kraken,2019-06-19 06:17:34.8645,20190619,buy,0.011,90.0405,4.2673,384.22982565,-0.011,0.011,-384.22982565,34929.98415
kraken,2019-06-19 06:32:25.3914,20190619,buy,0.00198709,16.26533,4.2673,69.409042709,-0.00198709,0.00198709,-69.409042709,34929.9944687961
kraken,2019-06-19 06:32:47.0868,20190619,buy,0.34137,2794.28414,4.2673,11924.048710622,-0.34137,0.34137,-11924.048710622,34929.9842125026
kraken,2019-06-19 06:33:05.2081,20190619,buy,0.027,221.0085,4.2673,943.10957205,-0.027,0.027,-943.10957205,34929.98415
kraken,2019-06-19 06:33:17.4507,20190619,buy,0.002,16.371,4.2673,69.8599683,-0.002,0.002,-69.8599683,34929.98415
kraken,2019-06-19 06:33:30.6862,20190619,buy,0.83636383,6846.0561,4.2673,29214.17519553,-0.83636383,0.83636383,-29214.17519553,34929.9839945613
gdax,2019-07-18 10:56:58.544,20190718,buy,0.5686859,4992.4935161,4.2635,21285.4961058924,-0.5686859,0.5686859,-21285.4961058924,37429.2665000001
gdax,2019-07-18 16:53:19.812,20190718,buy,0.05454394,514.29481026,4.2635,2192.69592354351,-0.05454394,0.05454394,-2192.69592354351,40200.5415
gdax,2019-07-18 16:53:21.085,20190718,buy,0.13094325,1234.66390425,4.2635,5263.98955576988,-0.13094325,0.13094325,-5263.98955576988,40200.5415
gdax,2019-07-18 16:53:21.212,20190718,buy,0.24820389,2352.9703951611,4.2635,10031.8892797694,-0.24820389,0.24820389,-10031.8892797694,40417.9373650002
gdax,2019-07-18 16:53:21.217,20190718,buy,0.00442289,41.70342981,4.2635,177.802572994935,-0.00442289,0.00442289,-177.802572994935,40200.5415
gdax,2019-07-18 16:53:22.611,20190718,buy,0.00820389,77.6734460532,4.2635,331.160737247818,-0.00820389,0.00820389,-331.160737247818,40366.30638
gdax,2019-07-22 04:05:48.024,20190722,buy,0.34074844,3212.91704076,4.248,13648.4715891485,-0.34074844,0.34074844,-13648.4715891485,40054.3920000001
gdax,2019-07-22 04:09:44.619,20190722,buy,0.01323661,124.80799569,4.248,530.18436569112,-0.01323661,0.01323661,-530.18436569112,40054.392
gdax,2019-07-22 04:10:21.876,20190722,buy,0.24,2272.2912,4.248,9652.6930176,-0.24,0.24,-9652.6930176,40219.55424
kraken,2019-07-24 11:01:51.1746,20190724,buy,0.23157831,2016.6534,4.2581,8587.11184254,-0.23157831,0.23157831,-8587.11184254,37080.8122856584
kraken,2019-07-27 10:46:18.0265,20190727,buy,0.1,855.1,4.2645,3646.57395,-0.1,0.1,-3646.57395,36465.7395
kraken,2019-07-27 10:46:28.2386,20190727,buy,1.18102719,10098.9635,4.2645,43067.02984575,-1.18102719,1.18102719,-43067.02984575,36465.7394938977
kraken,2019-08-03 09:47:24.3249,20190803,buy,0.52431612,5078.36864,4.3085,21880.15128544,-0.52431612,0.52431612,-21880.15128544,41730.8384213707
kraken,2019-08-03 09:47:24.3267,20190803,buy,0.00135388,13.11328,4.3085,56.49856688,-0.00135388,0.00135388,-56.49856688,41730.8527195911
kraken,2019-08-03 09:49:28.6814,20190803,buy,0.00281891,27.32313,4.3085,117.721705605,-0.00281891,0.00281891,-117.721705605,41761.4275038934
kraken,2019-08-03 09:50:01.2803,20190803,buy,0.0155,150.2601,4.3085,647.39564085,-0.0155,0.0155,-647.39564085,41767.4607
kraken,2019-08-03 09:50:43.2619,20190803,buy,0.00300013,29.09136,4.3085,125.34012456,-0.00300013,0.00300013,-125.34012456,41778.2311299844
kraken,2019-08-03 09:50:55.1618,20190803,buy,0.02282048,221.28335,4.3085,953.399313475,-0.02282048,0.02282048,-953.399313475,41778.2322490587
kraken,2019-08-03 09:51:20.3237,20190803,buy,0.69967295,6784.7286,4.3085,29232.0031731,-0.69967295,0.69967295,-29232.0031731,41779.5245237078
kraken,2020-03-13 07:27:19.9262,20200313,buy,2.14941464,9984.031,4.3618,43548.3464158,-2.14941464,2.14941464,-43548.3464158,20260.560994318
coinmate,2020-03-13 08:11:46,20200313,sell,0.0090117,1213.53805125,0.1668,202.4181469485,0.0090117,-0.0090117,202.4181469485,22461.705
coinmate,2020-03-13 08:11:47,20200313,sell,0.1477787,19926.1843506,0.1668,3323.68754968008,0.1477787,-0.1477787,3323.68754968008,22490.9784
coinmate,2020-03-13 08:11:53,20200313,sell,0.23699904,31956.47655552,0.1668,5330.34028946074,0.23699904,-0.23699904,5330.34028946074,22490.9784
coinmate,2020-03-13 08:11:54,20200313,sell,0.00073889,99.63044982,0.1668,16.618359029976,0.00073889,-0.00073889,16.618359029976,22490.9784
coinmate,2020-03-13 08:12:01,20200313,sell,0.00035244,47.52230472,0.1668,7.926720427296,0.00035244,-0.00035244,7.926720427296,22490.9784
coinmate,2020-03-13 08:12:06,20200313,sell,0.00038415,51.7980177,0.1668,8.63990935236,0.00038415,-0.00038415,8.63990935236,22490.9784
coinmate,2020-03-13 08:13:02,20200313,sell,0.00195765,263.9558342,0.1668,44.02783314456,0.00195765,-0.00195765,44.02783314456,22490.1454011493
coinmate,2020-03-13 08:15:47,20200313,sell,0.58408884,78523.43244663,0.1668,13097.7085320979,0.58408884,-0.58408884,13097.7085320979,22424.1718641601
coinmate,2020-03-13 08:16:30,20200313,sell,0.03407998,4581.62667055,0.1668,764.21532864774,0.03407998,-0.03407998,764.21532864774,22424.1718641777
coinmate,2020-03-13 08:19:56,20200313,sell,0.05316494,7147.36062175,0.1668,1192.1797517079,0.05316494,-0.05316494,1192.1797517079,22424.1718641627
kraken,2020-03-13 10:17:54.1535,20200313,buy,1.40724048,7175.5192,4.3618,31298.17964656,-1.40724048,1.40724048,-31298.17964656,22240.8181766915
bitcoin.de,2020-03-13 10:30:03,20200313,sell,0.0185,99.48,4.3618,433.911864,0.0185,-0.0185,433.911864,23454.6953513514
bitcoin.de,2020-03-13 10:30:03,20200313,sell,0.01889238,101.59,4.3618,443.115262,0.01889238,-0.01889238,443.115262,23454.7083003835
bitcoin.de,2020-03-13 10:30:03,20200313,sell,0.513,2758.6,4.3618,12032.46148,0.513,-0.513,12032.46148,23455.0906042885
bitcoin.de,2020-03-13 10:34:03,20200313,sell,0.52967129,2848.25,4.3618,12423.49685,0.52967129,-0.52967129,12423.49685,23455.1071288006
kraken,2020-03-13 11:55:48.5742,20200313,buy,0.00196923,10.00172,4.3618,43.625502296,-0.00196923,0.00196923,-43.625502296,22153.5840384313
kraken,2020-03-13 11:55:48.67,20200313,buy,2.87126584,14583.1592,4.3618,63608.82379856,-2.87126584,2.87126584,-63608.82379856,22153.582197934
bitcoin.de,2020-03-13 13:36:02,20200313,sell,1,5577.03,4.3618,24325.889454,1,-1,24325.889454,24325.889454
bitcoin.de,2020-03-13 13:39:02,20200313,sell,0.02,111.52,4.3618,486.427936,0.02,-0.02,486.427936,24321.3968
bitcoin.de,2020-03-13 13:42:02,20200313,sell,0.38674,2160.85,4.3618,9425.19553,0.38674,-0.38674,9425.19553,24370.8836169002
bitcoin.de,2020-03-13 14:23:05,20200313,sell,0.057757,307.75,4.3618,1342.34395,0.057757,-0.057757,1342.34395,23241.2339629828
bitcoin.de,2020-03-13 14:23:05,20200313,sell,0.07,372.99,4.3618,1626.907782,0.07,-0.07,1626.907782,23241.5397428571
bitcoin.de,2020-03-13 14:24:07,20200313,sell,0.1,532.84,4.3618,2324.141512,0.1,-0.1,2324.141512,23241.41512
bitcoin.de,2020-03-13 14:27:02,20200313,sell,0.025,132.17,4.3618,576.499106,0.025,-0.025,576.499106,23059.96424
bitcoin.de,2020-03-13 14:30:02,20200313,sell,1.2,6342.44,4.3618,27664.454792,1.2,-1.2,27664.454792,23053.7123266667
bitcoin.de,2020-03-13 14:36:03,20200313,sell,0.2,1091.61,4.3618,4761.384498,0.2,-0.2,4761.384498,23806.92249
bitcoin.de,2020-03-13 14:37:02,20200313,sell,0.0458,249.98,4.3618,1090.362764,0.0458,-0.0458,1090.362764,23807.0472489083
bitcoin.de,2020-03-13 14:38:03,20200313,sell,0.91240875,4979.99,4.3618,21721.720382,0.91240875,-0.91240875,21721.720382,23807.0057767421
bitcoin.de,2020-03-13 14:39:03,20200313,sell,0.26177425,1428.78,4.3618,6232.052604,0.26177425,-0.26177425,6232.052604,23806.9733902399
kraken,2020-03-13 14:47:03.7111,20200313,buy,0.08816455,457.5652,4.3618,1995.80788936,-0.08816455,0.08816455,-1995.80788936,22637.3059167205
kraken,2020-03-13 14:47:04.3736,20200313,buy,0.05020108,260.53859,4.3618,1136.417221862,-0.05020108,0.05020108,-1136.417221862,22637.3062464393
kraken,2020-03-13 14:47:28.5319,20200313,buy,0.07874812,407.85226,4.3618,1778.969987668,-0.07874812,0.07874812,-1778.969987668,22590.6343880717
kraken,2020-03-13 14:47:28.6477,20200313,buy,0.2196,1137.35232,4.3618,4960.903349376,-0.2196,0.2196,-4960.903349376,22590.63456
kraken,2020-03-13 14:47:42.3901,20200313,buy,0.08869316,458.55251,4.3618,2000.114338118,-0.08869316,0.08869316,-2000.114338118,22550.942351338
kraken,2020-03-13 14:48:11.5416,20200313,buy,0.00453234,23.54143,4.3618,102.683009374,-0.00453234,0.00453234,-102.683009374,22655.6280804176
kraken,2020-03-13 14:49:09.1043,20200313,buy,0.00535444,27.82167,4.3618,121.352560206,-0.00535444,0.00535444,-121.352560206,22663.9126044927
kraken,2020-03-13 14:49:50.4303,20200313,buy,1.78680188,9248.66521,4.3618,40340.827912978,-1.78680188,1.78680188,-40340.827912978,22577.1129773929
kraken,2020-03-13 17:04:08.7067,20200313,buy,0.6099997,2891.95058,4.3618,12614.110039844,-0.6099997,0.6099997,-12614.110039844,20678.8790877176
kraken,2020-03-13 17:04:08.8888,20200313,buy,2.8769,13644.56132,4.3618,59514.847565576,-2.8769,2.8769,-59514.847565576,20687.14504
bitcoin.de,2020-03-13 20:50:03,20200313,sell,0.102,497.69,4.3618,2170.824242,0.102,-0.102,2170.824242,21282.5906078431
bitcoin.de,2020-03-13 20:50:03,20200313,sell,4.898,23899.32,4.3618,104244.053976,4.898,-4.898,104244.053976,21282.9836619028
bitcoin.de,2020-03-13 21:12:03,20200313,sell,0.1,511.65,4.3618,2231.71497,0.1,-0.1,2231.71497,22317.1497
bitcoin.de,2020-03-13 21:22:02,20200313,sell,0.045,227.45,4.3618,992.09141,0.045,-0.045,992.09141,22046.4757777778
bitcoin.de,2020-03-13 21:25:06,20200313,sell,0.039,196.54,4.3618,857.268172,0.039,-0.039,857.268172,21981.2351794872
bitcoin.de,2020-03-13 21:42:02,20200313,sell,0.62399,3146.74,4.3618,13725.450532,0.62399,-0.62399,13725.450532,21996.2668183785
kraken,2020-03-14 05:37:02.4081,20200314,buy,2,9911.4,4.3618,43231.54452,-2,2,-43231.54452,21615.77226
kraken,2020-03-14 05:37:02.6415,20200314,buy,0.73110925,3623.1581,4.3618,15803.49100058,-0.73110925,0.73110925,-15803.49100058,21615.7721989976
coinmate,2020-03-14 06:10:11,20200314,sell,0.00154678,206.33848636,0.1668,34.417259524848,0.00154678,-0.00154678,34.417259524848,22250.9080314253
coinmate,2020-03-14 06:17:11,20200314,sell,0.0016054,214.31225332,0.1668,35.747283853776,0.0016054,-0.0016054,35.747283853776,22266.9016156572
coinmate,2020-03-14 06:18:30,20200314,sell,2.72745782,361845.01033485,0.1668,60355.747723853,2.72745782,-2.72745782,60355.747723853,22128.939
kraken,2020-03-14 08:32:23.7738,20200314,buy,3.07997125,14877.8011,4.3618,64893.99283798,-3.07997125,3.07997125,-64893.99283798,21069.6748672508
coinmate,2020-03-14 09:14:42,20200314,sell,0.00380873,498.45186012,0.1668,83.141770268016,0.00380873,-0.00380873,83.141770268016,21829.2633681085
coinmate,2020-03-14 09:14:45,20200314,sell,0.00074651,97.69642325,0.1668,16.2957633981,0.00074651,-0.00074651,16.2957633981,21829.2633696802
coinmate,2020-03-14 09:15:27,20200314,sell,1.0502,137440.6018517,0.1668,22925.0923888636,1.0502,-1.0502,22925.0923888636,21829.2633678
coinmate,2020-03-14 09:15:50,20200314,sell,0.00152349,199.38048231,0.1668,33.256664449308,0.00152349,-0.00152349,33.256664449308,21829.263368521
coinmate,2020-03-14 09:17:12,20200314,sell,0.00214812,281.12636227,0.1668,46.891877226636,0.00214812,-0.00214812,46.891877226636,21829.2633682643
coinmate,2020-03-14 09:17:18,20200314,sell,0.00059416,77.75824415,0.1668,12.97007512422,0.00059416,-0.00059416,12.97007512422,21829.2633705063
coinmate,2020-03-14 09:17:22,20200314,sell,0.00171393,224.30353336,0.1668,37.413829364448,0.00171393,-0.00171393,37.413829364448,21829.2633680769
coinmate,2020-03-14 09:17:27,20200314,sell,0.0012645,165.48623219,0.1668,27.603103529292,0.0012645,-0.0012645,27.603103529292,21829.2633683606
coinmate,2020-03-14 09:19:43,20200314,sell,0.00182728,239.13774801,0.1668,39.888176368068,0.00182728,-0.00182728,39.888176368068,21829.2633685412
coinmate,2020-03-14 09:19:49,20200314,sell,0.00380873,498.45186012,0.1668,83.141770268016,0.00380873,-0.00380873,83.141770268016,21829.2633681085
coinmate,2020-03-14 09:19:51,20200314,sell,0.00380873,498.45186012,0.1668,83.141770268016,0.00380873,-0.00380873,83.141770268016,21829.2633681085
coinmate,2020-03-14 09:19:52,20200314,sell,0.00048751,63.80086442,0.1668,10.641984185256,0.00048751,-0.00048751,10.641984185256,21829.2633694817
coinmate,2020-03-14 09:19:57,20200314,sell,0.00073889,96.69918711,0.1668,16.129424409948,0.00073889,-0.00073889,16.129424409948,21829.2633679546
coinmate,2020-03-14 09:20:04,20200314,sell,0.00076152,99.66079521,0.1668,16.623420641028,0.00076152,-0.00076152,16.623420641028,21829.2633693508
coinmate,2020-03-14 09:20:06,20200314,sell,0.00077698,101.68405907,0.1668,16.960901052876,0.00077698,-0.00077698,16.960901052876,21829.2633695539
coinmate,2020-03-14 09:20:07,20200314,sell,0.00076152,99.66079521,0.1668,16.623420641028,0.00076152,-0.00076152,16.623420641028,21829.2633693508
coinmate,2020-03-14 09:20:10,20200314,sell,0.00075413,98.69365938,0.1668,16.462102384584,0.00075413,-0.00075413,16.462102384584,21829.2633691592
coinmate,2020-03-14 09:20:10,20200314,sell,0.00076152,99.66079521,0.1668,16.623420641028,0.00076152,-0.00076152,16.623420641028,21829.2633693508
coinmate,2020-03-14 09:20:15,20200314,sell,0.00075413,98.69365938,0.1668,16.462102384584,0.00075413,-0.00075413,16.462102384584,21829.2633691592
coinmate,2020-03-14 09:20:54,20200314,sell,0.002,261.741767,0.1668,43.6585267356,0.002,-0.002,43.6585267356,21829.2633678
coinmate,2020-03-14 09:23:24,20200314,sell,0.01522735,1992.81674787,0.1668,332.401833544716,0.01522735,-0.01522735,332.401833544716,21829.2633678687
coinmate,2020-03-14 09:23:36,20200314,sell,0.0045781,599.13999176,0.1668,99.936550625568,0.0045781,-0.0045781,99.936550625568,21829.2633681152
coinmate,2020-03-14 09:27:44,20200314,sell,0.00152273,199.28102044,0.1668,33.240074209392,0.00152273,-0.00152273,33.240074209392,21829.2633686813
coinmate,2020-03-14 09:29:08,20200314,sell,0.00000625,0.81794303,0.1668,0.136432897404,0.00000625,-0.00000625,0.136432897404,21829.26358464
coinmate,2020-03-14 09:29:13,20200314,sell,0.04518688,5913.64690821,0.1668,986.396304289428,0.04518688,-0.04518688,986.396304289428,21829.2633678056
coinmate,2020-03-14 09:29:35,20200314,sell,0.00022841,29.89221851,0.1668,4.986022047468,0.00022841,-0.00022841,4.986022047468,21829.263374931
coinmate,2020-03-14 09:41:33,20200314,sell,0.00561229,734.48535076,0.1668,122.512156506768,0.00561229,-0.00561229,122.512156506768,21829.2633678531
coinmate,2020-03-14 09:44:06,20200314,sell,0.60909436,79712.71702807,0.1668,13296.0812002821,0.60909436,-0.60909436,13296.0812002821,21829.2633678008
coinmate,2020-03-14 09:51:36,20200314,sell,0.53776556,69909.68950733,0.1668,11660.9362098226,0.53776556,-0.53776556,11660.9362098226,21684.0517080019
coinmate,2020-03-14 09:51:36,20200314,sell,0.0034519,448.96503961,0.1668,74.887368606948,0.0034519,-0.0034519,74.887368606948,21694.5359387433
coinmate,2020-03-14 09:51:36,20200314,sell,0.7651114,99541.05434892,0.1668,16603.4478653999,0.7651114,-0.7651114,16603.4478653999,21700.6933440018
coinmate,2020-03-14 09:51:36,20200314,sell,0.00344846,448.96489104,0.1668,74.887343825472,0.00344846,-0.00344846,74.887343825472,21716.1700659054
coinmate,2020-03-14 09:51:36,20200314,sell,0.00344503,448.96515334,0.1668,74.887387577112,0.00344503,-0.00344503,74.887387577112,21737.8041924488
coinmate,2020-03-14 09:51:36,20200314,sell,0.00210932,274.89199724,0.1668,45.851985139632,0.00210932,-0.00210932,45.851985139632,21737.804192646
coinmate,2020-03-14 09:51:36,20200314,sell,0.00344158,448.96535052,0.1668,74.887420466736,0.00344158,-0.00344158,74.887420466736,21759.6047358295
kraken,2020-03-16 18:02:20.9898,20200316,buy,3.51899596,16011.7835,4.3911,70309.34252685,-3.51899596,3.51899596,-70309.34252685,19979.9440880432
bitbay,2020-03-16 19:58:48,20200316,sell,0.0328224,718.48,1,718.48,0.0328224,-0.0328224,718.48,21889.9288290923
bitbay,2020-03-16 19:59:14,20200316,sell,0.45683106,10000,1,10000,0.45683106,-0.45683106,10000,21889.9301636802
bitbay,2020-03-16 19:59:16,20200316,sell,0.25483041,5578.22,1,5578.22,0.25483041,-0.25483041,5578.22,21889.9306405385
bitbay,2020-03-16 20:00:02,20200316,sell,0.00288109,63.07,1,63.07,0.00288109,-0.00288109,63.07,21891.0204124134
bitbay,2020-03-16 20:02:14,20200316,sell,0.0879795,1925.85,1,1925.85,0.0879795,-0.0879795,1925.85,21889.7584096295
bitbay,2020-03-16 20:02:15,20200316,sell,0.11285559,2470.38,1,2470.38,0.11285559,-0.11285559,2470.38,21889.7442297719
bitbay,2020-03-16 20:03:16,20200316,sell,0.19105352,4182.15,1,4182.15,0.19105352,-0.19105352,4182.15,21889.9395310801
bitbay,2020-03-16 20:03:23,20200316,sell,0.04568354,1000.01,1,1000.01,0.04568354,-0.04568354,1000.01,21889.9411035134
bitbay,2020-03-16 20:03:35,20200316,sell,0.02110929,462.08,1,462.08,0.02110929,-0.02110929,462.08,21889.8882908899
bitbay,2020-03-16 20:03:55,20200316,sell,0.18273225,4000,1,4000,0.18273225,-0.18273225,4000,21889.9510075534
bitbay,2020-03-16 20:04:05,20200316,sell,0.0045683,100,1,100,0.0045683,-0.0045683,100,21889.9809557166
bitbay,2020-03-16 20:04:14,20200316,sell,0.0259,566.95,1,566.95,0.0259,-0.0259,566.95,21889.9613899614
bitbay,2020-03-16 20:04:42,20200316,sell,0.00371609,81.34,1,81.34,0.00371609,-0.00371609,81.34,21888.5979618362
bitbay,2020-03-16 20:04:52,20200316,sell,0.00651986,142.72,1,142.72,0.00651986,-0.00651986,142.72,21890.0405836935
bitbay,2020-03-16 20:05:00,20200316,sell,0.01311562,287.1,1,287.1,0.01311562,-0.01311562,287.1,21889.9297173904
bitbay,2020-03-16 20:10:15,20200316,sell,0.00352632,76.56,1,76.56,0.00352632,-0.00352632,76.56,21711.0188525148
bitbay,2020-03-16 20:16:06,20200316,sell,0.55337516,12014.32,1,12014.32,0.55337516,-0.55337516,12014.32,21710.985364793
bitbay,2020-03-16 21:43:36,20200316,sell,1.5185,32199.52,1,32199.52,1.5185,-1.5185,32199.52,21204.820546592
kraken,2020-03-17 13:36:06.2643,20200317,buy,2.399,11575.175,4.4886,51956.330505,-2.399,2.399,-51956.330505,21657.495
kraken,2020-03-17 13:36:06.4648,20200317,buy,0.03310716,159.74205,4.4886,717.01816563,-0.03310716,0.03310716,-717.01816563,21657.4954067338
kraken,2020-03-17 13:36:06.5289,20200317,buy,0.21789284,1051.33295,4.4886,4719.01307937,-0.21789284,0.21789284,-4719.01307937,21657.4949381999
kraken,2020-03-17 14:56:39.0976,20200317,buy,0.01768097,84.56808,4.4886,379.592283888,-0.01768097,0.01768097,-379.592283888,21468.9739243944
kraken,2020-03-17 15:33:18.085,20200317,buy,0.6884023,3372.48287,4.4886,15137.726610282,-0.6884023,0.6884023,-15137.726610282,21989.6514149967
kraken,2020-03-17 15:33:28.7453,20200317,buy,0.03269128,160.15458,4.4886,718.869847788,-0.03269128,0.03269128,-718.869847788,21989.6513011421
kraken,2020-03-17 15:33:30.7872,20200317,buy,0.03269116,160.15399,4.4886,718.867199514,-0.03269116,0.03269116,-718.867199514,21989.651010059
kraken,2020-03-17 15:33:31.0829,20200317,buy,0.25380042,1243.36826,4.4886,5580.982771836,-0.25380042,0.25380042,-5580.982771836,21989.651442799
kraken,2020-03-17 15:33:32.204,20200317,buy,0.03269521,160.17383,4.4886,718.956253338,-0.03269521,0.03269521,-718.956253338,21989.6508796854
kraken,2020-03-17 15:33:32.3802,20200317,buy,0.98,4801.02,4.4886,21549.858372,-0.98,0.98,-21549.858372,21989.6514
kraken,2020-03-17 15:33:34.1707,20200317,buy,1.74532068,8550.326,4.4886,38378.9932836,-1.74532068,1.74532068,-38378.9932836,21989.6513708873
bitbay,2020-03-17 15:46:33,20200317,sell,2.08798664,46750,1,46750,2.08798664,-2.08798664,46750,22389.9900049169
bitbay,2020-03-17 15:47:36,20200317,sell,0.00910496,203.86,1,203.86,0.00910496,-0.00910496,203.86,22389.9940252346
bitbay,2020-03-17 15:48:05,20200317,sell,0.00446628,100,1,100,0.00446628,-0.00446628,100,22389.9979401202
bitbay,2020-03-17 15:48:52,20200317,sell,0.54,12090.59,1,12090.59,0.54,-0.54,12090.59,22389.9814814815
bitbay,2020-03-17 15:49:52,20200317,sell,0.00794212,177.82,1,177.82,0.00794212,-0.00794212,177.82,22389.4879452841
bitbay,2020-03-17 20:00:03,20200317,sell,0.00205256,47.17,1,47.17,0.00205256,-0.00205256,47.17,22981.05780099
bitbay,2020-03-17 20:00:55,20200317,sell,0.21003201,4826.53,1,4826.53,0.21003201,-0.21003201,4826.53,22979.9733859615
bitbay,2020-03-17 20:02:11,20200317,sell,0.17443357,4000.02,1,4000.02,0.17443357,-0.17443357,4000.02,22931.4804484022
bitbay,2020-03-17 20:05:31,20200317,sell,0.00087311,20,1,20,0.00087311,-0.00087311,20,22906.621158846
bitbay,2020-03-17 20:05:41,20200317,sell,0.041,934.96,1,934.96,0.041,-0.041,934.96,22803.9024390244
bitbay,2020-03-17 20:05:42,20200317,sell,0.04,912.16,1,912.16,0.04,-0.04,912.16,22804
bitbay,2020-03-17 20:05:53,20200317,sell,0.02160766,494.82,1,494.82,0.02160766,-0.02160766,494.82,22900.2122395484
bitbay,2020-03-17 20:06:42,20200317,sell,0.00021877,5,1,5,0.00021877,-0.00021877,5,22855.0532522741
bitbay,2020-03-17 20:08:55,20200317,sell,0.02191061,500,1,500,0.02191061,-0.02191061,500,22819.9945140733
bitbay,2020-03-17 20:09:11,20200317,sell,0.00043821,10,1,10,0.00043821,-0.00043821,10,22820.1090801214
bitbay,2020-03-17 20:09:21,20200317,sell,0.00423225,96.58,1,96.58,0.00423225,-0.00423225,96.58,22820.0129954516
bitbay,2020-03-17 20:09:33,20200317,sell,0.0568,1296.18,1,1296.18,0.0568,-0.0568,1296.18,22820.0704225352
bitbay,2020-03-17 20:10:48,20200317,sell,0.03358467,766.4,1,766.4,0.03358467,-0.03358467,766.4,22819.9354050524
bitbay,2020-03-17 20:10:56,20200317,sell,0.1407504,3211.92,1,3211.92,0.1407504,-0.1407504,3211.92,22819.9706714865
bitbay,2020-03-17 20:12:22,20200317,sell,0.01024824,233.67,1,233.67,0.01024824,-0.01024824,233.67,22800.9882672537
bitbay,2020-03-17 20:13:10,20200317,sell,0.00701058,160.54,1,160.54,0.00701058,-0.00701058,160.54,22899.6744919821
bitbay,2020-03-17 20:13:31,20200317,sell,0.00437636,100,1,100,0.00437636,-0.00437636,100,22850.0397590692
bitbay,2020-03-17 20:14:22,20200317,sell,0.00934,213.88,1,213.88,0.00934,-0.00934,213.88,22899.3576017131
bitbay,2020-03-17 20:35:43,20200317,sell,0.04980091,1145.42,1,1145.42,0.04980091,-0.04980091,1145.42,22999.9813256424
bitbay,2020-03-17 20:35:53,20200317,sell,0.06116461,1406.78,1,1406.78,0.06116461,-0.06116461,1406.78,22999.9014135789
bitbay,2020-03-17 20:36:18,20200317,sell,0.00217391,50,1,50,0.00217391,-0.00217391,50,23000.0322000451
bitbay,2020-03-17 20:37:36,20200317,sell,0.00406523,93.5,1,93.5,0.00406523,-0.00406523,93.5,22999.9286633229
bitbay,2020-03-17 20:40:15,20200317,sell,0.00391305,90,1,90,0.00391305,-0.00391305,90,22999.9616667306
bitbay,2020-03-17 20:42:28,20200317,sell,0.00153159,35.23,1,35.23,0.00153159,-0.00153159,35.23,23002.239502739
bitbay,2020-03-17 20:43:34,20200317,sell,0.00217391,50,1,50,0.00217391,-0.00217391,50,23000.0322000451
bitbay,2020-03-17 20:43:44,20200317,sell,0.00652175,150,1,150,0.00652175,-0.00652175,150,22999.9616667306
bitbay,2020-03-17 20:48:37,20200317,sell,0.43440635,10000.03,1,10000.03,0.43440635,-0.43440635,10000.03,23019.9903845789
bitbay,2020-03-17 21:00:16,20200317,sell,0.13794738,3179.27,1,3179.27,0.13794738,-0.13794738,3179.27,23046.9763180714
bitbay,2020-03-17 21:13:35,20200317,sell,0.00043649,10,1,10,0.00043649,-0.00043649,10,22910.0323031456
bitbay,2020-03-17 21:29:16,20200317,sell,0.05116949,1174.34,1,1174.34,0.05116949,-0.05116949,1174.34,22950.0039965221
bitbay,2020-03-17 21:29:27,20200317,sell,0.00217864,50,1,50,0.00217864,-0.00217864,50,22950.0973084126
bitbay,2020-03-17 21:29:45,20200317,sell,0.0087146,200,1,200,0.0087146,-0.0087146,200,22949.9919675028
bitbay,2020-03-17 21:30:08,20200317,sell,0.10895,2500.4,1,2500.4,0.10895,-0.10895,2500.4,22949.9770536944
bitbay,2020-03-17 21:35:57,20200317,sell,0.02405339,552.03,1,552.03,0.02405339,-0.02405339,552.03,22950.1953778657
bitbay,2020-03-17 21:37:04,20200317,sell,0.00416993,95.7,1,95.7,0.00416993,-0.00416993,95.7,22950.0255399971
bitbay,2020-03-17 21:38:02,20200317,sell,1.32100828,30317.14,1,30317.14,1.32100828,-1.32100828,30317.14,22949.9999803181
bitbay,2020-03-17 21:38:04,20200317,sell,0.00100697,23.11,1,23.11,0.00100697,-0.00100697,23.11,22950.0382335124
